user,exercise,reps,sets
User_711,Shoulder Press,14,2
User_711,Bench Press,13,5
User_712,Tricep Dips,9,5
User_712,Tricep Dips,8,2
User_712,Bench Press,15,4
User_712,Plank,9,5
User_712,Bicep Curls,7,5
User_713,Squats,7,5
User_713,Tricep Dips,6,4
User_713,Plank,13,2
User_713,Squats,12,5
User_713,Push-Ups,6,4
User_714,Push-Ups,5,5
User_714,Push-Ups,7,3
User_714,Bicep Curls,6,5
User_714,Squats,12,4
User_714,Shoulder Press,5,5
User_715,Shoulder Press,11,5
User_715,Shoulder Press,6,5
User_715,Squats,7,4
User_715,Deadlifts,9,2
User_715,Deadlifts,12,3
User_716,Tricep Dips,6,2
User_716,Shoulder Press,14,2
User_716,Squats,15,2
User_716,Tricep Dips,5,4
User_716,Push-Ups,9,5
User_717,Lunges,15,5
User_717,Deadlifts,5,5
User_717,Squats,7,3
User_717,Tricep Dips,8,2
User_717,Plank,11,5
User_718,Bench Press,5,2
User_718,Bicep Curls,12,3
User_718,Shoulder Press,5,2
User_718,Shoulder Press,14,4
User_718,Plank,6,5
User_719,Plank,15,5
User_719,Plank,12,4
User_719,Deadlifts,10,5
User_719,Leg Press,13,4
User_719,Plank,12,2
User_720,Tricep Dips,10,2
User_720,Plank,6,5
User_720,Leg Press,14,5
User_720,Push-Ups,8,4
User_720,Deadlifts,13,4
User_721,Lunges,11,4
User_721,Tricep Dips,5,4
User_721,Plank,10,4
User_721,Squats,15,2
User_721,Tricep Dips,10,4
User_722,Deadlifts,14,2
User_722,Tricep Dips,10,2
User_722,Bicep Curls,11,3
User_722,Lunges,8,5
User_722,Push-Ups,6,4
User_723,Shoulder Press,15,4
User_723,Squats,14,4
User_723,Push-Ups,11,2
User_723,Plank,6,5
User_723,Bicep Curls,5,2
User_724,Leg Press,12,3
User_724,Deadlifts,7,4
User_724,Tricep Dips,15,3
User_724,Plank,12,4
User_724,Deadlifts,11,5
User_725,Push-Ups,14,5
User_725,Lunges,9,2
User_725,Squats,13,2
User_725,Plank,7,3
User_725,Shoulder Press,11,4
User_726,Plank,9,5
User_726,Bicep Curls,9,2
User_726,Lunges,12,3
User_726,Squats,5,4
User_726,Deadlifts,14,4
User_727,Bench Press,14,3
User_727,Lunges,10,2
User_727,Plank,15,4
User_727,Lunges,14,5
User_727,Deadlifts,12,2
User_728,Lunges,9,3
User_728,Plank,14,3
User_728,Tricep Dips,11,5
User_728,Bench Press,15,5
User_728,Bicep Curls,7,5
User_729,Bicep Curls,9,4
User_729,Push-Ups,7,3
User_729,Push-Ups,15,4
User_729,Leg Press,11,4
User_729,Lunges,5,5
User_730,Bicep Curls,8,2
User_730,Leg Press,8,2
User_730,Shoulder Press,15,4
User_730,Bicep Curls,7,3
User_730,Leg Press,14,3
User_731,Squats,7,5
User_731,Shoulder Press,15,5
User_731,Push-Ups,7,5
User_731,Squats,10,4
User_731,Leg Press,12,5
User_732,Bench Press,15,4
User_732,Leg Press,6,3
User_732,Bicep Curls,5,4
User_732,Bench Press,15,5
User_732,Bench Press,8,5
User_733,Bench Press,12,4
User_733,Push-Ups,13,5
User_733,Lunges,10,2
User_733,Leg Press,12,4
User_733,Shoulder Press,6,5
User_734,Squats,15,4
User_734,Plank,8,4
User_734,Shoulder Press,12,3
User_734,Bench Press,8,2
User_734,Leg Press,12,4
User_735,Push-Ups,6,2
User_735,Shoulder Press,11,4
User_735,Bench Press,5,5
User_735,Bench Press,5,4
User_735,Bicep Curls,5,2
User_736,Shoulder Press,15,4
User_736,Shoulder Press,9,5
User_736,Deadlifts,8,5
User_736,Push-Ups,5,3
User_736,Bicep Curls,10,4
User_737,Deadlifts,9,4
User_737,Deadlifts,10,4
User_737,Shoulder Press,15,3
User_737,Plank,15,5
User_737,Bicep Curls,12,5
User_738,Bench Press,7,3
User_738,Bench Press,6,4
User_738,Shoulder Press,11,4
User_738,Leg Press,7,5
User_738,Leg Press,9,2
User_739,Shoulder Press,8,2
User_739,Plank,6,5
User_739,Bench Press,6,3
User_739,Bench Press,11,4
User_739,Plank,6,3
User_740,Tricep Dips,9,5
User_740,Deadlifts,13,2
User_740,Deadlifts,11,4
User_740,Tricep Dips,7,2
User_740,Deadlifts,8,4
User_741,Bicep Curls,11,3
User_741,Plank,11,5
User_741,Bicep Curls,12,4
User_741,Shoulder Press,5,2
User_741,Lunges,10,3
User_742,Lunges,14,4
User_742,Tricep Dips,8,5
User_742,Tricep Dips,6,4
User_742,Lunges,8,2
User_742,Bench Press,8,4
User_743,Bicep Curls,11,3
User_743,Leg Press,10,4
User_743,Plank,14,2
User_743,Plank,7,2
User_743,Tricep Dips,7,3
User_744,Push-Ups,8,2
User_744,Squats,8,3
User_744,Bicep Curls,5,3
User_744,Plank,14,4
User_744,Tricep Dips,6,3
User_745,Plank,6,2
User_745,Plank,14,2
User_745,Bicep Curls,5,5
User_745,Shoulder Press,13,3
User_745,Bicep Curls,15,2
User_746,Lunges,7,3
User_746,Deadlifts,13,5
User_746,Squats,8,4
User_746,Leg Press,6,5
User_746,Leg Press,8,5
User_747,Tricep Dips,14,4
User_747,Leg Press,11,5
User_747,Leg Press,11,2
User_747,Deadlifts,8,2
User_747,Squats,10,5
User_748,Squats,9,2
User_748,Deadlifts,13,3
User_748,Push-Ups,5,3
User_748,Shoulder Press,8,4
User_748,Squats,13,4
User_749,Push-Ups,15,2
User_749,Bench Press,5,3
User_749,Bench Press,11,5
User_749,Shoulder Press,7,5
User_749,Plank,11,4
User_750,Lunges,6,5
User_750,Deadlifts,9,2
User_750,Push-Ups,15,3
User_750,Shoulder Press,15,3
User_750,Bicep Curls,13,3
User_751,Bicep Curls,15,5
User_751,Push-Ups,15,4
User_751,Tricep Dips,8,3
User_751,Push-Ups,15,3
User_751,Deadlifts,6,5
User_752,Squats,7,2
User_752,Bench Press,10,5
User_752,Shoulder Press,13,4
User_752,Squats,8,2
User_752,Plank,15,3
User_753,Tricep Dips,12,2
User_753,Leg Press,7,5
User_753,Squats,14,4
User_753,Shoulder Press,15,3
User_753,Shoulder Press,11,4
User_754,Shoulder Press,12,5
User_754,Plank,15,2
User_754,Shoulder Press,15,5
User_754,Leg Press,14,5
User_754,Bench Press,14,4
User_755,Deadlifts,6,2
User_755,Bicep Curls,10,4
User_755,Bench Press,5,4
User_755,Squats,10,3
User_755,Bicep Curls,11,3
User_756,Tricep Dips,14,5
User_756,Bicep Curls,12,4
User_756,Squats,12,2
User_756,Bench Press,9,4
User_756,Shoulder Press,10,3
User_757,Lunges,14,3
User_757,Tricep Dips,13,3
User_757,Leg Press,11,2
User_757,Deadlifts,9,5
User_757,Leg Press,15,5
User_758,Leg Press,9,2
User_758,Tricep Dips,7,2
User_758,Plank,11,4
User_758,Deadlifts,13,4
User_758,Bench Press,15,4
User_759,Lunges,7,3
User_759,Shoulder Press,6,3
User_759,Deadlifts,7,3
User_759,Plank,12,3
User_759,Shoulder Press,9,3
User_760,Deadlifts,14,2
User_760,Shoulder Press,15,2
User_760,Push-Ups,10,2
User_760,Squats,13,3
User_760,Shoulder Press,11,5
User_761,Bench Press,6,3
User_761,Lunges,8,2
User_761,Bench Press,7,2
User_761,Squats,5,2
User_761,Plank,11,3
User_762,Lunges,8,3
User_762,Tricep Dips,11,4
User_762,Deadlifts,6,4
User_762,Lunges,14,5
User_762,Plank,6,5
User_763,Leg Press,11,4
User_763,Squats,7,3
User_763,Lunges,11,5
User_763,Leg Press,13,3
User_763,Plank,14,3
User_764,Leg Press,14,5
User_764,Deadlifts,8,2
User_764,Lunges,8,4
User_764,Plank,8,2
User_764,Leg Press,7,2
User_765,Deadlifts,5,3
User_765,Plank,11,2
User_765,Bicep Curls,10,3
User_765,Bicep Curls,9,3
User_765,Plank,5,5
User_766,Deadlifts,6,5
User_766,Bench Press,12,4
User_766,Lunges,10,3
User_766,Deadlifts,13,5
User_766,Leg Press,8,4
User_767,Squats,8,5
User_767,Push-Ups,7,2
User_767,Plank,11,4
User_767,Leg Press,14,5
User_767,Leg Press,15,2
User_768,Deadlifts,7,2
User_768,Squats,12,3
User_768,Leg Press,9,4
User_768,Deadlifts,5,4
User_768,Leg Press,12,5
User_769,Lunges,5,5
User_769,Plank,6,3
User_769,Lunges,13,3
User_769,Leg Press,12,3
User_769,Shoulder Press,14,5
User_770,Plank,13,4
User_770,Deadlifts,10,5
User_770,Bicep Curls,8,2
User_770,Bench Press,10,3
User_770,Shoulder Press,7,2
User_771,Bicep Curls,8,5
User_771,Bench Press,15,2
User_771,Shoulder Press,6,4
User_771,Lunges,14,4
User_771,Squats,13,2
User_772,Shoulder Press,12,2
User_772,Shoulder Press,5,5
User_772,Plank,12,3
User_772,Push-Ups,7,5
User_772,Lunges,10,5
User_773,Push-Ups,7,2
User_773,Plank,15,4
User_773,Leg Press,14,2
User_773,Squats,11,5
User_773,Plank,15,4
User_774,Squats,8,3
User_774,Bench Press,12,5
User_774,Squats,8,2
User_774,Shoulder Press,11,5
User_774,Bench Press,5,5
User_775,Shoulder Press,12,3
User_775,Tricep Dips,15,3
User_775,Tricep Dips,7,5
User_775,Tricep Dips,12,2
User_775,Bench Press,6,5
User_776,Squats,13,2
User_776,Push-Ups,14,3
User_776,Leg Press,8,2
User_776,Leg Press,12,5
User_776,Bench Press,15,2
User_777,Shoulder Press,8,2
User_777,Lunges,12,5
User_777,Plank,12,5
User_777,Leg Press,6,4
User_777,Tricep Dips,14,2
User_778,Push-Ups,7,5
User_778,Squats,13,2
User_778,Bicep Curls,10,5
User_778,Lunges,8,3
User_778,Plank,7,2
User_779,Bench Press,11,4
User_779,Deadlifts,10,2
User_779,Squats,14,3
User_779,Leg Press,8,2
User_779,Plank,8,4
User_780,Tricep Dips,6,5
User_780,Tricep Dips,13,4
User_780,Bicep Curls,9,2
User_780,Bicep Curls,11,4
User_780,Push-Ups,8,5
User_781,Squats,6,4
User_781,Lunges,14,4
User_781,Push-Ups,11,2
User_781,Bicep Curls,10,4
User_781,Bicep Curls,14,2
User_782,Plank,14,4
User_782,Bicep Curls,14,5
User_782,Deadlifts,6,3
User_782,Bench Press,10,5
User_782,Leg Press,11,2
User_783,Bench Press,6,4
User_783,Push-Ups,5,3
User_783,Bicep Curls,6,3
User_783,Shoulder Press,5,3
User_783,Tricep Dips,8,5
User_784,Squats,8,5
User_784,Squats,13,3
User_784,Plank,14,4
User_784,Push-Ups,13,4
User_784,Bench Press,13,3
User_785,Push-Ups,6,4
User_785,Bicep Curls,13,4
User_785,Plank,5,4
User_785,Bench Press,5,4
User_785,Leg Press,14,2
User_786,Bench Press,5,2
User_786,Squats,5,2
User_786,Leg Press,13,4
User_786,Deadlifts,10,4
User_786,Bench Press,5,5
User_787,Leg Press,10,3
User_787,Shoulder Press,15,3
User_787,Bicep Curls,7,5
User_787,Lunges,8,5
User_787,Plank,5,4
User_788,Shoulder Press,5,5
User_788,Deadlifts,12,2
User_788,Tricep Dips,10,2
User_788,Push-Ups,9,3
User_788,Leg Press,5,3
User_789,Deadlifts,6,2
User_789,Lunges,6,3
User_789,Bench Press,10,3
User_789,Bench Press,8,3
User_789,Squats,11,3
User_790,Lunges,14,3
User_790,Squats,14,2
User_790,Squats,11,5
User_790,Push-Ups,5,3
User_790,Bench Press,9,2
User_791,Shoulder Press,6,5
User_791,Deadlifts,5,4
User_791,Bicep Curls,15,5
User_791,Push-Ups,8,5
User_791,Tricep Dips,15,4
User_792,Deadlifts,9,4
User_792,Plank,15,5
User_792,Squats,7,4
User_792,Leg Press,7,2
User_792,Squats,8,3
User_793,Push-Ups,12,3
User_793,Tricep Dips,15,5
User_793,Bicep Curls,8,4
User_793,Bench Press,11,2
User_793,Push-Ups,15,4
User_794,Tricep Dips,10,5
User_794,Lunges,15,4
User_794,Bicep Curls,14,4
User_794,Bicep Curls,7,3
User_794,Plank,5,2
User_795,Bench Press,10,5
User_795,Plank,9,2
User_795,Plank,13,5
User_795,Tricep Dips,11,5
User_795,Plank,5,5
User_796,Plank,13,5
User_796,Shoulder Press,15,2
User_796,Lunges,5,5
User_796,Push-Ups,11,3
User_796,Push-Ups,9,4
User_797,Deadlifts,6,3
User_797,Shoulder Press,11,3
User_797,Lunges,5,3
User_797,Shoulder Press,6,3
User_797,Push-Ups,15,3
User_798,Shoulder Press,12,2
User_798,Bicep Curls,10,5
User_798,Leg Press,14,2
User_798,Squats,14,3
User_798,Squats,15,2
User_799,Push-Ups,14,2
User_799,Tricep Dips,5,2
User_799,Tricep Dips,15,2
User_799,Lunges,12,3
User_799,Deadlifts,5,4
User_800,Tricep Dips,8,5
User_800,Shoulder Press,5,3
User_800,Lunges,10,5
User_800,Plank,14,5
User_800,Deadlifts,6,5
User_801,Squats,13,2
User_801,Deadlifts,15,2
User_801,Leg Press,8,5
User_801,Push-Ups,10,4
User_801,Bicep Curls,8,3
User_802,Plank,13,4
User_802,Leg Press,10,4
User_802,Bench Press,11,2
User_802,Shoulder Press,9,4
User_802,Plank,9,4
User_803,Lunges,7,4
User_803,Deadlifts,5,4
User_803,Bicep Curls,7,2
User_803,Deadlifts,11,5
User_803,Bicep Curls,8,3
User_804,Plank,14,4
User_804,Shoulder Press,7,5
User_804,Leg Press,13,4
User_804,Deadlifts,7,3
User_804,Shoulder Press,10,4
User_805,Plank,13,3
User_805,Squats,14,4
User_805,Tricep Dips,15,3
User_805,Deadlifts,10,5
User_805,Bench Press,13,2
User_806,Plank,13,5
User_806,Plank,12,2
User_806,Deadlifts,10,2
User_806,Shoulder Press,11,4
User_806,Squats,7,3
User_807,Leg Press,13,2
User_807,Deadlifts,12,3
User_807,Deadlifts,15,5
User_807,Squats,11,3
User_807,Bench Press,8,4
User_808,Plank,15,3
User_808,Squats,6,4
User_808,Squats,14,3
User_808,Bench Press,8,5
User_808,Bicep Curls,5,2
User_809,Shoulder Press,13,2
User_809,Leg Press,10,3
User_809,Plank,9,3
User_809,Push-Ups,5,2
User_809,Bicep Curls,7,5
User_810,Bench Press,9,4
User_810,Shoulder Press,10,2
User_810,Tricep Dips,14,3
User_810,Plank,13,2
User_810,Plank,5,4
User_811,Squats,6,4
User_811,Shoulder Press,9,4
User_811,Leg Press,9,5
User_811,Deadlifts,14,2
User_811,Push-Ups,15,2
User_812,Bicep Curls,9,4
User_812,Squats,7,3
User_812,Leg Press,9,5
User_812,Lunges,6,5
User_812,Deadlifts,13,2
User_813,Plank,8,4
User_813,Push-Ups,6,3
User_813,Push-Ups,15,5
User_813,Push-Ups,9,5
User_813,Plank,13,3
User_814,Lunges,10,4
User_814,Shoulder Press,10,5
User_814,Bicep Curls,10,5
User_814,Lunges,12,4
User_814,Bicep Curls,7,4
User_815,Bench Press,8,2
User_815,Squats,15,5
User_815,Leg Press,14,2
User_815,Push-Ups,7,3
User_815,Squats,14,5
User_816,Bicep Curls,9,5
User_816,Push-Ups,5,2
User_816,Shoulder Press,13,2
User_816,Push-Ups,13,4
User_816,Tricep Dips,9,4
User_817,Bench Press,15,2
User_817,Tricep Dips,11,4
User_817,Lunges,5,5
User_817,Shoulder Press,10,5
User_817,Bicep Curls,8,4
User_818,Deadlifts,7,2
User_818,Deadlifts,10,5
User_818,Plank,5,5
User_818,Lunges,13,4
User_818,Tricep Dips,14,2
User_819,Bicep Curls,6,3
User_819,Deadlifts,8,3
User_819,Tricep Dips,7,3
User_819,Shoulder Press,7,3
User_819,Push-Ups,14,5
User_820,Push-Ups,12,3
User_820,Lunges,6,3
User_820,Leg Press,8,3
User_820,Lunges,7,2
User_820,Tricep Dips,6,5
User_821,Lunges,14,5
User_821,Squats,10,3
User_821,Bicep Curls,15,3
User_821,Deadlifts,10,3
User_821,Bicep Curls,8,2
User_822,Squats,14,3
User_822,Squats,15,4
User_822,Lunges,12,2
User_822,Lunges,8,2
User_822,Squats,13,4
User_823,Bicep Curls,7,2
User_823,Bench Press,14,5
User_823,Plank,15,5
User_823,Shoulder Press,12,2
User_823,Deadlifts,7,4
User_824,Bicep Curls,15,3
User_824,Bench Press,14,4
User_824,Lunges,10,3
User_824,Deadlifts,12,2
User_824,Lunges,13,2
User_825,Push-Ups,14,4
User_825,Plank,11,5
User_825,Tricep Dips,12,2
User_825,Plank,11,4
User_825,Tricep Dips,7,2
User_826,Bench Press,12,5
User_826,Plank,14,2
User_826,Lunges,9,2
User_826,Bicep Curls,15,5
User_826,Push-Ups,8,5
User_827,Squats,6,4
User_827,Plank,6,5
User_827,Bicep Curls,10,4
User_827,Tricep Dips,7,2
User_827,Shoulder Press,8,5
User_828,Leg Press,11,2
User_828,Deadlifts,14,4
User_828,Bicep Curls,8,4
User_828,Bicep Curls,13,5
User_828,Plank,15,4
User_829,Tricep Dips,7,4
User_829,Bench Press,13,2
User_829,Shoulder Press,15,2
User_829,Plank,13,5
User_829,Push-Ups,11,5
User_830,Push-Ups,9,2
User_830,Bicep Curls,8,4
User_830,Tricep Dips,8,4
User_830,Leg Press,9,3
User_830,Tricep Dips,6,3
User_831,Plank,5,2
User_831,Deadlifts,11,5
User_831,Squats,13,5
User_831,Bicep Curls,7,2
User_831,Lunges,14,3
User_832,Bicep Curls,14,3
User_832,Shoulder Press,11,2
User_832,Bicep Curls,12,2
User_832,Bench Press,5,4
User_832,Bench Press,9,2
User_833,Leg Press,9,4
User_833,Lunges,6,5
User_833,Shoulder Press,8,3
User_833,Squats,5,5
User_833,Squats,11,3
User_834,Bicep Curls,11,2
User_834,Bench Press,15,5
User_834,Bench Press,12,5
User_834,Lunges,10,2
User_834,Shoulder Press,11,5
User_835,Bicep Curls,14,3
User_835,Push-Ups,6,4
User_835,Push-Ups,12,4
User_835,Leg Press,8,2
User_835,Squats,6,3
User_836,Deadlifts,5,3
User_836,Squats,7,4
User_836,Leg Press,5,2
User_836,Tricep Dips,7,3
User_836,Bench Press,10,4
User_837,Bench Press,11,2
User_837,Bench Press,7,3
User_837,Squats,14,2
User_837,Tricep Dips,8,2
User_837,Bicep Curls,11,5
User_838,Lunges,6,4
User_838,Push-Ups,15,2
User_838,Leg Press,10,5
User_838,Plank,8,4
User_838,Shoulder Press,5,3
User_839,Plank,7,4
User_839,Tricep Dips,8,2
User_839,Lunges,9,3
User_839,Plank,13,5
User_839,Shoulder Press,13,4
User_840,Shoulder Press,10,2
User_840,Squats,15,2
User_840,Leg Press,8,5
User_840,Leg Press,5,2
User_840,Squats,7,4
User_841,Squats,8,4
User_841,Lunges,7,5
User_841,Push-Ups,6,4
User_841,Leg Press,12,2
User_841,Tricep Dips,6,4
User_842,Shoulder Press,10,2
User_842,Push-Ups,12,4
User_842,Squats,6,5
User_842,Tricep Dips,14,2
User_842,Tricep Dips,12,2
User_843,Tricep Dips,14,2
User_843,Deadlifts,7,4
User_843,Tricep Dips,10,4
User_843,Leg Press,13,5
User_843,Shoulder Press,7,3
User_844,Deadlifts,14,2
User_844,Bench Press,10,4
User_844,Bicep Curls,9,2
User_844,Deadlifts,8,2
User_844,Squats,7,2
User_845,Bicep Curls,12,3
User_845,Squats,8,4
User_845,Leg Press,14,3
User_845,Squats,9,4
User_845,Lunges,6,4
User_846,Bench Press,13,5
User_846,Lunges,12,5
User_846,Leg Press,14,2
User_846,Squats,5,3
User_846,Shoulder Press,12,4
User_847,Bench Press,5,4
User_847,Lunges,11,3
User_847,Push-Ups,7,3
User_847,Plank,6,3
User_847,Leg Press,14,2
User_848,Tricep Dips,10,5
User_848,Bench Press,14,4
User_848,Squats,14,2
User_848,Deadlifts,9,4
User_848,Lunges,7,4
User_849,Leg Press,8,4
User_849,Push-Ups,6,5
User_849,Tricep Dips,15,5
User_849,Shoulder Press,7,4
User_849,Push-Ups,15,2
User_850,Lunges,8,2
User_850,Deadlifts,14,4
User_850,Push-Ups,15,5
User_850,Leg Press,15,2
User_850,Squats,7,3
User_851,Deadlifts,7,5
User_851,Leg Press,13,3
User_851,Squats,10,3
User_851,Plank,10,5
User_851,Plank,15,2
User_852,Leg Press,11,4
User_852,Plank,10,4
User_852,Squats,9,5
User_852,Lunges,7,5
User_852,Bench Press,12,3
User_853,Deadlifts,6,4
User_853,Lunges,11,2
User_853,Shoulder Press,5,2
User_853,Tricep Dips,9,2
User_853,Push-Ups,14,2
User_854,Squats,5,5
User_854,Lunges,5,2
User_854,Plank,5,3
User_854,Plank,9,3
User_854,Leg Press,14,4
User_855,Tricep Dips,12,4
User_855,Bicep Curls,15,3
User_855,Squats,12,3
User_855,Deadlifts,14,5
User_855,Squats,14,5
User_856,Plank,5,4
User_856,Push-Ups,15,3
User_856,Bench Press,15,3
User_856,Deadlifts,14,2
User_856,Lunges,14,2
User_857,Tricep Dips,6,2
User_857,Deadlifts,8,2
User_857,Push-Ups,15,4
User_857,Deadlifts,10,2
User_857,Bench Press,13,2
User_858,Squats,11,2
User_858,Bicep Curls,6,3
User_858,Shoulder Press,12,5
User_858,Shoulder Press,15,4
User_858,Deadlifts,5,5
User_859,Bench Press,15,3
User_859,Shoulder Press,10,4
User_859,Bicep Curls,15,5
User_859,Push-Ups,11,4
User_859,Push-Ups,11,3
User_860,Bicep Curls,13,4
User_860,Tricep Dips,5,3
User_860,Bicep Curls,9,5
User_860,Plank,13,3
User_860,Squats,6,4
User_861,Squats,9,3
User_861,Plank,9,3
User_861,Shoulder Press,10,3
User_861,Push-Ups,7,3
User_861,Squats,9,3
User_862,Push-Ups,11,3
User_862,Push-Ups,10,4
User_862,Squats,14,2
User_862,Shoulder Press,15,3
User_862,Shoulder Press,10,4
User_863,Deadlifts,7,5
User_863,Tricep Dips,6,5
User_863,Push-Ups,14,4
User_863,Bicep Curls,10,3
User_863,Deadlifts,6,5
User_864,Lunges,8,3
User_864,Plank,8,4
User_864,Deadlifts,15,4
User_864,Tricep Dips,10,5
User_864,Deadlifts,7,5
User_865,Bicep Curls,7,3
User_865,Bicep Curls,9,3
User_865,Leg Press,12,2
User_865,Bicep Curls,6,5
User_865,Leg Press,6,5
User_866,Leg Press,6,4
User_866,Plank,9,4
User_866,Shoulder Press,14,2
User_866,Squats,8,2
User_866,Bench Press,9,4
User_867,Bicep Curls,8,2
User_867,Plank,8,3
User_867,Plank,12,3
User_867,Bench Press,6,5
User_867,Leg Press,15,3
User_868,Squats,7,3
User_868,Plank,5,3
User_868,Lunges,13,5
User_868,Deadlifts,10,3
User_868,Push-Ups,11,4
User_869,Tricep Dips,13,3
User_869,Push-Ups,9,5
User_869,Deadlifts,11,2
User_869,Push-Ups,6,5
User_869,Tricep Dips,12,4
User_870,Shoulder Press,12,2
User_870,Leg Press,8,2
User_870,Squats,10,5
User_870,Tricep Dips,8,2
User_870,Bench Press,12,5
User_871,Tricep Dips,9,4
User_871,Leg Press,8,3
User_871,Bench Press,7,2
User_871,Leg Press,6,5
User_871,Lunges,11,4
User_872,Bicep Curls,7,2
User_872,Squats,5,2
User_872,Lunges,6,2
User_872,Plank,9,3
User_872,Squats,13,2
User_873,Bench Press,14,2
User_873,Deadlifts,8,2
User_873,Bicep Curls,6,4
User_873,Deadlifts,12,2
User_873,Squats,7,3
User_874,Lunges,13,2
User_874,Lunges,5,5
User_874,Leg Press,13,3
User_874,Lunges,5,4
User_874,Bench Press,7,5
User_875,Plank,14,3
User_875,Squats,9,5
User_875,Squats,7,3
User_875,Bicep Curls,5,4
User_875,Bench Press,7,5
User_876,Push-Ups,14,4
User_876,Leg Press,6,5
User_876,Lunges,12,2
User_876,Lunges,8,4
User_876,Tricep Dips,5,5
User_877,Deadlifts,14,4
User_877,Bench Press,15,4
User_877,Leg Press,13,3
User_877,Squats,9,2
User_877,Leg Press,14,3
User_878,Bicep Curls,9,3
User_878,Lunges,6,2
User_878,Leg Press,11,3
User_878,Bench Press,11,4
User_878,Tricep Dips,13,4
User_879,Push-Ups,9,3
User_879,Tricep Dips,11,5
User_879,Shoulder Press,8,3
User_879,Bench Press,15,4
User_879,Shoulder Press,10,4
User_880,Bicep Curls,5,4
User_880,Push-Ups,6,4
User_880,Bicep Curls,8,5
User_880,Plank,15,2
User_880,Bench Press,11,5
User_881,Leg Press,14,4
User_881,Lunges,15,2
User_881,Leg Press,11,4
User_881,Bench Press,6,4
User_881,Deadlifts,11,2
User_882,Tricep Dips,5,5
User_882,Squats,11,3
User_882,Tricep Dips,8,2
User_882,Plank,5,5
User_882,Leg Press,12,3
User_883,Bicep Curls,12,2
User_883,Bicep Curls,11,4
User_883,Leg Press,7,5
User_883,Tricep Dips,7,3
User_883,Tricep Dips,7,3
User_884,Leg Press,11,5
User_884,Push-Ups,10,2
User_884,Bench Press,7,5
User_884,Deadlifts,14,5
User_884,Tricep Dips,8,4
User_885,Squats,12,2
User_885,Shoulder Press,14,2
User_885,Deadlifts,5,2
User_885,Leg Press,14,5
User_885,Lunges,9,5
User_886,Bench Press,12,5
User_886,Bench Press,9,2
User_886,Shoulder Press,12,5
User_886,Push-Ups,7,4
User_886,Bicep Curls,14,5
User_887,Lunges,8,4
User_887,Deadlifts,12,4
User_887,Shoulder Press,8,3
User_887,Squats,6,5
User_887,Plank,10,2
User_888,Leg Press,14,5
User_888,Squats,15,5
User_888,Tricep Dips,6,2
User_888,Bicep Curls,14,2
User_888,Lunges,12,5
User_889,Leg Press,12,4
User_889,Lunges,10,3
User_889,Bicep Curls,7,3
User_889,Bench Press,15,5
User_889,Deadlifts,9,2
User_890,Squats,13,2
User_890,Shoulder Press,14,5
User_890,Bicep Curls,13,2
User_890,Deadlifts,15,2
User_890,Lunges,5,2
User_891,Deadlifts,6,3
User_891,Bicep Curls,13,4
User_891,Tricep Dips,14,3
User_891,Leg Press,11,4
User_891,Bicep Curls,13,2
User_892,Push-Ups,14,3
User_892,Deadlifts,9,3
User_892,Push-Ups,6,5
User_892,Push-Ups,11,2
User_892,Deadlifts,12,2
User_893,Plank,15,3
User_893,Squats,7,5
User_893,Push-Ups,13,3
User_893,Bench Press,10,2
User_893,Bench Press,8,2
User_894,Bench Press,11,3
User_894,Deadlifts,15,3
User_894,Plank,5,4
User_894,Squats,10,3
User_894,Bench Press,14,3
User_895,Squats,7,4
User_895,Shoulder Press,15,5
User_895,Shoulder Press,6,2
User_895,Plank,10,5
User_895,Plank,10,3
User_896,Tricep Dips,12,3
User_896,Push-Ups,5,3
User_896,Shoulder Press,9,2
User_896,Plank,8,2
User_896,Squats,9,5
User_897,Bicep Curls,13,3
User_897,Plank,8,4
User_897,Deadlifts,13,3
User_897,Bicep Curls,7,4
User_897,Deadlifts,15,5
User_898,Shoulder Press,10,3
User_898,Lunges,11,5
User_898,Lunges,8,4
User_898,Deadlifts,13,3
User_898,Shoulder Press,15,3
User_899,Squats,12,4
User_899,Deadlifts,6,5
User_899,Bicep Curls,5,5
User_899,Lunges,13,5
User_899,Shoulder Press,6,4
User_900,Shoulder Press,9,2
User_900,Bicep Curls,11,5
User_900,Lunges,8,2
User_900,Deadlifts,7,5
User_900,Plank,14,4
User_901,Leg Press,8,5
User_901,Shoulder Press,8,4
User_901,Bicep Curls,10,2
User_901,Plank,12,3
User_901,Bench Press,14,3
User_902,Bicep Curls,11,2
User_902,Squats,9,2
User_902,Squats,5,2
User_902,Bicep Curls,14,5
User_902,Squats,13,3
User_903,Squats,10,4
User_903,Lunges,9,5
User_903,Shoulder Press,8,4
User_903,Tricep Dips,8,3
User_903,Tricep Dips,10,5
User_904,Shoulder Press,12,4
User_904,Bench Press,13,4
User_904,Bench Press,15,2
User_904,Squats,5,5
User_904,Squats,11,5
User_905,Deadlifts,10,2
User_905,Push-Ups,14,4
User_905,Lunges,7,3
User_905,Bicep Curls,11,2
User_905,Push-Ups,6,2
User_906,Deadlifts,9,4
User_906,Lunges,14,4
User_906,Lunges,9,5
User_906,Push-Ups,11,5
User_906,Deadlifts,8,3
User_907,Plank,5,2
User_907,Tricep Dips,9,4
User_907,Bicep Curls,9,3
User_907,Plank,8,4
User_907,Squats,8,3
